pH,TDS,Turbidity,Temp,Season,KNN_Status,Recommended_Crop
6.81,1335,1,29,Summer,Normal,Banana
6.09,604,16,29,Kharif,Normal,Cotton
8.26,1712,39,36,Kharif,Abnormal,No Crops Suitable
6.49,422,4,16,Rabi,Normal,Onion
6.42,1266,2,29,Rabi,Normal,Chillies
9.15,2903,42,17,Rabi,Abnormal,No Crops Suitable
6.94,375,5,16,Rabi,Normal,Onion
8.84,2909,26,35,Kharif,Abnormal,No Crops Suitable
6.48,1334,18,38,Rabi,Abnormal,No Crops Suitable
6.4,856,9,21,Rabi,Normal,Chillies
4.82,2123,41,36,Summer,Abnormal,No Crops Suitable
5.54,554,13,24,Kharif,Normal,Paddy
5.84,1845,11,43,Rabi,Abnormal,No Crops Suitable
9.37,748,27,35,Summer,Abnormal,No Crops Suitable
6.92,1561,10,39,Kharif,Abnormal,No Crops Suitable
8.39,561,49,26,Summer,Abnormal,No Crops Suitable
6.36,970,10,25,Rabi,Normal,Sunflower
5.44,706,5,20,Kharif,Normal,Castor
5.09,627,1,26,Kharif,Normal,Castor
6.24,2922,18,36,Kharif,Abnormal,No Crops Suitable
5.63,371,9,23,Summer,Normal,Tomato
5.2,932,50,22,Kharif,Abnormal,No Crops Suitable
5.35,1471,26,38,Summer,Abnormal,No Crops Suitable
7.3,965,6,29,Kharif,Normal,Cotton
6.42,724,0,24,Rabi,Normal,Onion
7.5,547,50,41,Summer,Abnormal,No Crops Suitable
5.77,1053,10,23,Kharif,Normal,Maize
9.54,1310,7,14,Rabi,Abnormal,No Crops Suitable
7.15,747,10,34,Summer,Normal,Pomegranate
7.64,942,43,45,Kharif,Abnormal,No Crops Suitable
6.05,525,6,25,Rabi,Normal,Sunflower
6.4,372,0,19,Rabi,Normal,Onion
6.78,894,0,26,Summer,Normal,Mango
5.85,643,3,22,Summer,Normal,Tomato
7.31,795,1,15,Rabi,Normal,Bengal Gram
9.87,731,7,19,Summer,Abnormal,No Crops Suitable
6.92,2900,9,30,Rabi,Abnormal,No Crops Suitable
4.67,2395,2,29,Summer,Abnormal,No Crops Suitable
6.62,1770,7,35,Summer,Normal,Pomegranate
7.0,791,8,28,Kharif,Normal,Red Gram
6.86,1062,5,29,Summer,Normal,Sweet Orange
7.84,296,23,13,Rabi,Abnormal,No Crops Suitable
8.25,350,28,23,Kharif,Abnormal,No Crops Suitable
7.22,752,7,33,Summer,Normal,Pomegranate
6.94,1473,10,17,Kharif,Abnormal,No Crops Suitable
8.7,1696,23,29,Summer,Abnormal,No Crops Suitable
9.95,2322,26,45,Summer,Abnormal,No Crops Suitable
4.71,230,18,34,Rabi,Abnormal,No Crops Suitable
7.04,773,1,24,Rabi,Normal,Sunflower
7.43,2060,50,38,Kharif,Abnormal,No Crops Suitable
6.42,905,33,12,Rabi,Abnormal,No Crops Suitable
9.94,2657,14,39,Kharif,Abnormal,No Crops Suitable
4.54,2365,28,10,Summer,Abnormal,No Crops Suitable
8.41,1125,39,19,Kharif,Abnormal,No Crops Suitable
6.39,686,9,39,Rabi,Abnormal,No Crops Suitable
7.17,2886,40,29,Kharif,Abnormal,No Crops Suitable
7.31,1238,8,33,Summer,Normal,Pomegranate
5.75,728,7,23,Kharif,Normal,Castor
5.16,663,5,33,Kharif,Abnormal,No Crops Suitable
7.21,2223,26,10,Kharif,Abnormal,No Crops Suitable
4.3,2865,47,14,Kharif,Abnormal,No Crops Suitable
6.38,1251,1,23,Summer,Normal,Tomato
5.57,794,4,20,Kharif,Normal,Maize
6.65,334,10,25,Kharif,Normal,Groundnut
9.51,605,26,19,Kharif,Abnormal,No Crops Suitable
7.45,492,50,26,Summer,Abnormal,No Crops Suitable
4.73,1078,1,38,Summer,Abnormal,No Crops Suitable
6.42,983,0,33,Summer,Normal,Sweet Orange
6.93,474,2,15,Rabi,Normal,Onion
9.53,2054,45,32,Kharif,Abnormal,No Crops Suitable
6.54,768,6,20,Rabi,Normal,Chillies
6.87,1119,6,21,Summer,Normal,Banana
6.28,820,9,26,Kharif,Normal,Groundnut
5.57,521,7,22,Kharif,Normal,Maize
6.67,806,4,24,Rabi,Normal,Sunflower
6.46,976,1,28,Summer,Normal,Sweet Orange
7.86,665,1,25,Rabi,Normal,Bengal Gram
6.2,821,9,25,Kharif,Normal,Castor
8.65,2255,39,27,Summer,Abnormal,No Crops Suitable
7.73,2111,21,10,Rabi,Abnormal,No Crops Suitable
7.56,2971,22,30,Summer,Abnormal,No Crops Suitable
6.86,982,4,29,Kharif,Normal,Groundnut
8.57,1162,16,20,Kharif,Abnormal,No Crops Suitable
7.01,614,0,23,Rabi,Normal,Bengal Gram
7.74,321,10,30,Kharif,Normal,Cotton
5.74,1436,25,41,Kharif,Abnormal,No Crops Suitable
6.95,1414,4,22,Rabi,Normal,Chillies
6.96,1012,1,28,Summer,Normal,Sweet Orange
7.45,492,5,24,Rabi,Normal,Bengal Gram
8.5,290,7,37,Rabi,Abnormal,No Crops Suitable
7.79,1264,34,39,Rabi,Abnormal,No Crops Suitable
9.98,2142,30,44,Kharif,Abnormal,No Crops Suitable
6.66,966,0,29,Summer,Normal,Pomegranate
8.83,1785,39,21,Kharif,Abnormal,No Crops Suitable
7.11,779,0,28,Summer,Normal,Banana
6.84,2352,13,42,Rabi,Abnormal,No Crops Suitable
6.93,591,8,22,Rabi,Normal,Sunflower
6.34,902,3,25,Kharif,Normal,Groundnut
6.03,2525,7,31,Rabi,Abnormal,No Crops Suitable
7.2,1080,3,26,Kharif,Normal,Maize
8.37,1357,32,22,Summer,Abnormal,No Crops Suitable
7.2,1262,32,25,Kharif,Abnormal,No Crops Suitable
6.79,1110,10,25,Rabi,Normal,Sunflower
9.2,906,24,41,Kharif,Abnormal,No Crops Suitable
4.03,377,41,32,Rabi,Abnormal,No Crops Suitable
7.93,2150,18,38,Kharif,Abnormal,No Crops Suitable
6.98,374,5,26,Kharif,Normal,Maize
7.26,976,0,26,Summer,Normal,Banana
4.78,852,34,37,Kharif,Abnormal,No Crops Suitable
7.53,1811,6,25,Kharif,Abnormal,No Crops Suitable
6.01,783,9,24,Kharif,Normal,Paddy
9.56,2036,24,33,Rabi,Abnormal,No Crops Suitable
7.79,533,12,29,Rabi,Normal,Jowar
6.68,871,6,22,Summer,Normal,Tomato
5.04,2545,10,12,Rabi,Abnormal,No Crops Suitable
9.24,2844,19,17,Rabi,Abnormal,No Crops Suitable
6.06,1101,23,40,Summer,Abnormal,No Crops Suitable
6.54,926,10,22,Summer,Normal,Banana
5.66,1959,38,19,Kharif,Abnormal,No Crops Suitable
6.94,379,3,30,Kharif,Normal,Red Gram
7.3,303,1,25,Kharif,Normal,Groundnut
9.17,1805,49,41,Summer,Abnormal,No Crops Suitable
6.77,1037,1,32,Summer,Normal,Sweet Orange
6.72,945,3,26,Summer,Normal,Sweet Orange
5.07,2175,5,33,Kharif,Abnormal,No Crops Suitable
5.8,2456,26,42,Kharif,Abnormal,No Crops Suitable
5.76,487,4,25,Kharif,Normal,Castor
6.69,218,13,45,Summer,Abnormal,No Crops Suitable
4.5,2182,40,29,Rabi,Abnormal,No Crops Suitable
9.99,466,19,27,Kharif,Abnormal,No Crops Suitable
5.25,2150,49,30,Rabi,Abnormal,No Crops Suitable
8.95,2058,28,28,Kharif,Abnormal,No Crops Suitable
5.49,1591,24,18,Rabi,Abnormal,No Crops Suitable
5.62,640,9,40,Summer,Abnormal,No Crops Suitable
9.12,723,28,35,Summer,Abnormal,No Crops Suitable
8.4,2710,31,36,Kharif,Abnormal,No Crops Suitable
9.29,2999,10,13,Summer,Abnormal,No Crops Suitable
6.09,811,1,26,Summer,Normal,Mango
9.63,2887,32,21,Summer,Abnormal,No Crops Suitable
5.97,1335,16,30,Kharif,Normal,Cotton
7.36,574,2,24,Rabi,Normal,Bengal Gram
7.38,1069,4,32,Summer,Normal,Sweet Orange
6.27,2272,7,23,Summer,Normal,Tomato
6.91,2028,6,43,Rabi,Abnormal,No Crops Suitable
6.34,538,0,27,Summer,Normal,Sweet Orange
9.74,1003,3,15,Rabi,Abnormal,No Crops Suitable
6.44,718,1,20,Rabi,Normal,Sunflower
6.65,839,10,21,Summer,Normal,Banana
4.81,1068,39,32,Kharif,Abnormal,No Crops Suitable
9.15,1395,7,18,Summer,Abnormal,No Crops Suitable
6.43,2568,47,38,Summer,Abnormal,No Crops Suitable
8.1,314,36,24,Summer,Abnormal,No Crops Suitable
7.04,1047,0,23,Rabi,Normal,Sunflower
6.18,2864,30,38,Kharif,Abnormal,No Crops Suitable
7.54,566,12,29,Rabi,Normal,Jowar
7.85,1225,1,22,Kharif,Normal,Cotton
8.67,1520,33,25,Kharif,Abnormal,No Crops Suitable
5.66,2875,12,27,Summer,Abnormal,No Crops Suitable
5.7,268,45,18,Summer,Abnormal,No Crops Suitable
7.42,819,1,26,Kharif,Normal,Groundnut
6.34,496,2,20,Rabi,Normal,Sunflower
7.7,1333,12,21,Kharif,Normal,Cotton
6.97,1137,4,30,Summer,Normal,Sweet Orange
6.51,1301,1,32,Summer,Normal,Sweet Orange
7.06,1443,22,30,Kharif,Abnormal,No Crops Suitable
6.83,579,6,30,Kharif,Normal,Groundnut
5.58,825,10,21,Kharif,Normal,Castor
9.31,1403,13,27,Kharif,Abnormal,No Crops Suitable
7.05,915,4,29,Summer,Normal,Mango
6.41,638,10,21,Summer,Normal,Tomato
8.12,1052,7,26,Rabi,Normal,Jowar
6.75,1358,21,42,Kharif,Abnormal,No Crops Suitable
7.92,513,4,16,Rabi,Normal,Bengal Gram
7.21,772,1,29,Summer,Normal,Sweet Orange
4.91,709,4,25,Summer,Abnormal,No Crops Suitable
6.53,1202,1,32,Summer,Normal,Pomegranate
5.08,1886,30,39,Rabi,Abnormal,No Crops Suitable
6.55,438,2,19,Rabi,Normal,Onion
6.45,1638,22,40,Summer,Abnormal,No Crops Suitable
7.96,323,5,23,Rabi,Normal,Bengal Gram
4.61,1081,14,41,Rabi,Abnormal,No Crops Suitable
6.78,1016,0,32,Summer,Normal,Pomegranate
9.38,1317,46,20,Kharif,Abnormal,No Crops Suitable
6.26,362,3,29,Rabi,Normal,Chillies
7.27,735,6,29,Summer,Normal,Banana
8.89,2906,2,43,Kharif,Abnormal,No Crops Suitable
6.05,1166,43,35,Kharif,Abnormal,No Crops Suitable
6.09,893,0,14,Rabi,Normal,Onion
8.27,2260,28,45,Kharif,Abnormal,No Crops Suitable
5.78,686,2,27,Kharif,Normal,Paddy
7.42,380,11,27,Rabi,Normal,Jowar
5.45,1753,22,24,Summer,Abnormal,No Crops Suitable
6.47,608,8,26,Kharif,Normal,Groundnut
7.17,1406,10,28,Summer,Normal,Pomegranate
7.29,427,5,33,Summer,Normal,Sweet Orange
6.89,1190,1,28,Summer,Normal,Mango
7.16,965,5,21,Rabi,Normal,Sunflower
7.4,469,2,40,Summer,Abnormal,No Crops Suitable
8.81,1940,2,25,Kharif,Abnormal,No Crops Suitable
8.8,1998,37,20,Summer,Abnormal,No Crops Suitable
4.2,2399,27,35,Rabi,Abnormal,No Crops Suitable
8.03,334,5,21,Rabi,Normal,Bengal Gram
6.18,411,41,20,Summer,Abnormal,No Crops Suitable
7.54,2966,49,23,Kharif,Abnormal,No Crops Suitable
5.9,2062,10,21,Summer,Normal,Tomato
4.81,1855,14,24,Kharif,Abnormal,No Crops Suitable
7.03,756,1,25,Rabi,Normal,Bengal Gram
6.06,1091,2,24,Rabi,Normal,Sunflower
6.82,2106,35,11,Rabi,Abnormal,No Crops Suitable
6.18,602,5,20,Kharif,Normal,Maize
9.42,2925,48,35,Summer,Abnormal,No Crops Suitable
5.78,511,6,27,Kharif,Normal,Maize
6.79,744,3,25,Summer,Normal,Sweet Orange
7.58,712,38,16,Rabi,Abnormal,No Crops Suitable
8.88,2230,6,20,Rabi,Abnormal,No Crops Suitable
8.95,1617,2,10,Summer,Abnormal,No Crops Suitable
4.26,490,30,34,Rabi,Abnormal,No Crops Suitable
7.25,885,0,26,Summer,Normal,Sweet Orange
8.42,1752,40,20,Rabi,Abnormal,No Crops Suitable
9.61,1879,11,18,Rabi,Abnormal,No Crops Suitable
4.17,2282,6,17,Rabi,Abnormal,No Crops Suitable
6.41,415,4,34,Kharif,Normal,Paddy
7.45,658,10,19,Kharif,Normal,Maize
6.44,1328,5,26,Summer,Normal,Sweet Orange
7.77,2608,21,25,Rabi,Abnormal,No Crops Suitable
6.22,1208,3,33,Summer,Normal,Sweet Orange
7.45,2146,31,13,Rabi,Abnormal,No Crops Suitable
9.86,872,4,14,Kharif,Abnormal,No Crops Suitable
6.24,1443,4,29,Rabi,Normal,Chillies
7.66,2517,36,13,Kharif,Abnormal,No Crops Suitable
7.83,674,5,24,Kharif,Normal,Red Gram
6.85,1458,8,32,Summer,Normal,Pomegranate
4.77,652,48,44,Rabi,Abnormal,No Crops Suitable
6.93,301,4,29,Kharif,Normal,Red Gram
5.65,1143,26,32,Rabi,Abnormal,No Crops Suitable
6.21,818,1,21,Rabi,Normal,Sunflower
7.92,684,6,20,Kharif,Normal,Red Gram
6.6,713,10,20,Kharif,Normal,Red Gram
7.45,867,3,21,Rabi,Normal,Sunflower
6.88,1769,34,30,Summer,Abnormal,No Crops Suitable
7.32,762,8,20,Summer,Normal,Banana
6.09,749,3,24,Rabi,Normal,Onion
6.68,1082,5,24,Summer,Normal,Banana
9.82,526,4,19,Kharif,Abnormal,No Crops Suitable
8.79,1343,30,11,Rabi,Abnormal,No Crops Suitable
7.01,895,26,19,Summer,Abnormal,No Crops Suitable
6.06,495,2,16,Rabi,Normal,Bengal Gram
4.28,1771,20,29,Kharif,Abnormal,No Crops Suitable
6.19,873,2,13,Rabi,Normal,Onion
8.19,415,20,29,Summer,Abnormal,No Crops Suitable
6.65,203,27,33,Rabi,Abnormal,No Crops Suitable
7.02,750,6,26,Kharif,Normal,Cotton
9.18,2180,16,33,Summer,Abnormal,No Crops Suitable
5.67,2960,9,36,Kharif,Abnormal,No Crops Suitable
5.11,1123,8,22,Kharif,Normal,Castor
6.48,1269,2,31,Summer,Normal,Sweet Orange
6.19,381,3,18,Rabi,Normal,Onion
7.78,2864,45,14,Summer,Abnormal,No Crops Suitable
7.03,1267,33,42,Kharif,Abnormal,No Crops Suitable
7.21,2713,14,21,Kharif,Abnormal,No Crops Suitable
7.42,779,10,30,Summer,Normal,Banana
9.45,1368,34,20,Rabi,Abnormal,No Crops Suitable
5.51,985,10,27,Kharif,Normal,Maize
5.01,1126,20,42,Rabi,Abnormal,No Crops Suitable
7.15,708,0,21,Rabi,Normal,Bengal Gram
8.37,2401,6,45,Rabi,Abnormal,No Crops Suitable
8.66,1663,44,11,Rabi,Abnormal,No Crops Suitable
6.64,1271,4,27,Rabi,Normal,Chillies
6.64,701,9,25,Kharif,Normal,Red Gram
6.44,1034,8,25,Kharif,Normal,Castor
6.0,2443,4,24,Summer,Normal,Tomato
7.46,351,5,25,Summer,Normal,Mango
6.37,1012,0,24,Summer,Normal,Tomato
6.52,1364,9,30,Rabi,Normal,Jowar
9.11,779,50,31,Summer,Abnormal,No Crops Suitable
6.17,459,2,21,Rabi,Normal,Chillies
5.5,492,10,21,Kharif,Normal,Castor
8.27,1838,23,44,Rabi,Abnormal,No Crops Suitable
7.08,633,9,22,Kharif,Normal,Maize
9.28,2553,3,16,Summer,Abnormal,No Crops Suitable
6.83,569,13,44,Kharif,Abnormal,No Crops Suitable
4.47,840,44,10,Kharif,Abnormal,No Crops Suitable
5.24,882,37,18,Rabi,Abnormal,No Crops Suitable
5.44,2716,14,33,Kharif,Abnormal,No Crops Suitable
4.75,699,4,27,Kharif,Abnormal,No Crops Suitable
7.83,658,1,23,Rabi,Normal,Bengal Gram
4.55,624,23,14,Rabi,Abnormal,No Crops Suitable
7.7,2544,26,28,Kharif,Abnormal,No Crops Suitable
8.19,791,34,39,Summer,Abnormal,No Crops Suitable
9.99,715,0,28,Rabi,Abnormal,No Crops Suitable
6.89,1031,5,26,Summer,Normal,Sweet Orange
7.04,1088,5,25,Summer,Normal,Mango
6.93,307,6,27,Rabi,Normal,Chillies
8.61,2324,29,35,Summer,Abnormal,No Crops Suitable
6.54,2044,49,38,Kharif,Abnormal,No Crops Suitable
8.11,1941,18,25,Rabi,Abnormal,No Crops Suitable
8.49,935,26,11,Kharif,Abnormal,No Crops Suitable
5.89,1565,47,17,Rabi,Abnormal,No Crops Suitable
6.0,502,5,32,Summer,Normal,Sweet Orange
7.83,2242,17,35,Kharif,Abnormal,No Crops Suitable
6.92,543,4,20,Rabi,Normal,Sunflower
6.87,930,6,25,Kharif,Normal,Groundnut
6.62,963,4,23,Rabi,Normal,Sunflower
7.07,1052,10,23,Summer,Normal,Banana
9.57,1083,50,32,Summer,Abnormal,No Crops Suitable
8.41,659,2,23,Rabi,Normal,Bengal Gram
5.77,1160,4,26,Summer,Normal,Mango
6.07,906,2,30,Summer,Normal,Mango
7.41,313,5,30,Kharif,Normal,Groundnut
6.45,733,4,24,Rabi,Normal,Onion
9.81,1623,8,10,Kharif,Abnormal,No Crops Suitable
6.24,675,0,27,Kharif,Normal,Paddy
8.85,971,33,25,Summer,Abnormal,No Crops Suitable
6.71,379,1,28,Kharif,Normal,Red Gram
7.96,368,10,22,Kharif,Normal,Red Gram
6.52,1470,5,32,Summer,Normal,Pomegranate
7.22,1510,6,38,Summer,Abnormal,No Crops Suitable
6.55,621,5,29,Kharif,Normal,Groundnut
8.97,310,40,27,Summer,Abnormal,No Crops Suitable
9.65,1499,38,42,Rabi,Abnormal,No Crops Suitable
9.87,878,48,33,Kharif,Abnormal,No Crops Suitable
6.46,2430,36,30,Kharif,Abnormal,No Crops Suitable
6.23,618,10,23,Summer,Normal,Tomato
4.25,1010,43,27,Kharif,Abnormal,No Crops Suitable
9.96,2514,41,21,Kharif,Abnormal,No Crops Suitable
6.19,654,2,26,Kharif,Normal,Paddy
8.45,1114,9,30,Rabi,Normal,Jowar
7.01,1019,7,20,Rabi,Normal,Sunflower
9.11,2736,24,44,Rabi,Abnormal,No Crops Suitable
4.38,1646,16,26,Summer,Abnormal,No Crops Suitable
6.6,421,2,30,Summer,Normal,Pomegranate
7.3,1477,34,34,Rabi,Abnormal,No Crops Suitable
8.29,2376,30,13,Summer,Abnormal,No Crops Suitable
4.24,309,42,35,Rabi,Abnormal,No Crops Suitable
8.2,670,45,19,Rabi,Abnormal,No Crops Suitable
4.14,2288,37,16,Summer,Abnormal,No Crops Suitable
7.54,1753,50,45,Kharif,Abnormal,No Crops Suitable
7.16,504,0,29,Summer,Normal,Mango
6.39,901,42,31,Rabi,Abnormal,No Crops Suitable
6.02,2294,25,13,Kharif,Abnormal,No Crops Suitable
9.8,1588,45,14,Kharif,Abnormal,No Crops Suitable
6.79,717,26,26,Kharif,Abnormal,No Crops Suitable
6.63,314,4,20,Rabi,Normal,Chillies
5.15,1012,5,22,Kharif,Normal,Castor
9.6,2475,11,44,Rabi,Abnormal,No Crops Suitable
9.51,1041,17,27,Kharif,Abnormal,No Crops Suitable
4.07,947,49,27,Summer,Abnormal,No Crops Suitable
4.11,1216,39,37,Summer,Abnormal,No Crops Suitable
7.99,2503,50,42,Rabi,Abnormal,No Crops Suitable
6.93,1220,7,31,Kharif,Normal,Cotton
7.29,1206,19,11,Kharif,Abnormal,No Crops Suitable
7.13,676,3,28,Kharif,Normal,Groundnut
5.73,1315,8,22,Summer,Normal,Tomato
7.09,1029,7,32,Summer,Normal,Pomegranate
7.82,446,1,19,Rabi,Normal,Bengal Gram
6.92,406,0,15,Rabi,Normal,Onion
7.62,1209,2,20,Rabi,Abnormal,No Crops Suitable
7.22,818,5,26,Summer,Normal,Mango
8.68,1508,4,41,Kharif,Abnormal,No Crops Suitable
6.3,986,8,23,Rabi,Normal,Sunflower
7.87,984,8,34,Summer,Normal,Pomegranate
6.72,336,0,26,Kharif,Normal,Groundnut
8.78,595,35,42,Rabi,Abnormal,No Crops Suitable
8.25,949,18,25,Rabi,Abnormal,No Crops Suitable
7.64,533,0,30,Summer,Normal,Pomegranate
6.33,359,0,20,Rabi,Normal,Sunflower
6.58,736,3,25,Summer,Normal,Sweet Orange
7.41,2292,47,41,Kharif,Abnormal,No Crops Suitable
5.78,595,0,21,Kharif,Normal,Castor
8.72,2018,37,35,Kharif,Abnormal,No Crops Suitable
6.53,1734,24,35,Rabi,Abnormal,No Crops Suitable
6.94,808,2,28,Summer,Normal,Pomegranate
6.2,309,24,45,Summer,Abnormal,No Crops Suitable
7.1,1416,3,35,Summer,Normal,Pomegranate
6.06,319,0,27,Rabi,Normal,Chillies
6.98,359,5,25,Summer,Normal,Mango
6.04,2064,48,22,Summer,Abnormal,No Crops Suitable
6.49,334,6,25,Rabi,Normal,Sunflower
7.62,222,43,26,Kharif,Abnormal,No Crops Suitable
5.79,595,16,32,Kharif,Abnormal,No Crops Suitable
7.46,2119,23,20,Kharif,Abnormal,No Crops Suitable
6.52,903,8,22,Summer,Normal,Banana
6.96,548,5,24,Rabi,Normal,Chillies
7.15,645,3,19,Rabi,Normal,Bengal Gram
8.82,2616,6,10,Rabi,Abnormal,No Crops Suitable
8.74,2473,47,20,Rabi,Abnormal,No Crops Suitable
5.37,2966,18,17,Rabi,Abnormal,No Crops Suitable
6.78,2509,16,35,Summer,Abnormal,No Crops Suitable
6.39,752,7,26,Kharif,Normal,Groundnut
7.52,698,2,22,Rabi,Normal,Bengal Gram
6.5,1238,4,24,Summer,Normal,Banana
6.18,559,10,28,Kharif,Normal,Paddy
8.69,2358,14,15,Kharif,Abnormal,No Crops Suitable
6.13,475,5,21,Rabi,Normal,Bengal Gram
7.29,1115,14,32,Rabi,Normal,Jowar
5.91,340,13,21,Kharif,Normal,Cotton
9.6,2163,5,24,Kharif,Abnormal,No Crops Suitable
6.13,1668,1,21,Summer,Normal,Tomato
7.67,1600,16,15,Kharif,Abnormal,No Crops Suitable
6.29,2377,10,21,Summer,Normal,Tomato
6.17,552,5,26,Summer,Normal,Mango
4.8,2058,18,16,Kharif,Abnormal,No Crops Suitable
6.28,640,2,17,Rabi,Normal,Bengal Gram
6.94,861,9,25,Kharif,Normal,Groundnut
5.59,514,9,25,Kharif,Normal,Castor
5.77,2001,6,41,Summer,Abnormal,No Crops Suitable
5.15,281,8,14,Kharif,Abnormal,No Crops Suitable
6.66,722,3,30,Summer,Normal,Banana
5.73,896,10,18,Kharif,Normal,Maize
7.05,1003,9,29,Rabi,Normal,Jowar
6.73,544,2,16,Rabi,Normal,Onion
9.9,2206,28,16,Summer,Abnormal,No Crops Suitable
6.26,465,8,21,Rabi,Normal,Chillies
9.38,218,42,45,Summer,Abnormal,No Crops Suitable
7.06,881,8,30,Summer,Normal,Pomegranate
7.94,2468,36,32,Summer,Abnormal,No Crops Suitable
6.77,1260,2,20,Rabi,Normal,Sunflower
5.8,620,8,24,Kharif,Normal,Paddy
6.62,1901,23,15,Summer,Abnormal,No Crops Suitable
9.31,2529,2,19,Rabi,Abnormal,No Crops Suitable
8.88,1373,3,12,Summer,Abnormal,No Crops Suitable
6.21,2486,4,26,Rabi,Abnormal,No Crops Suitable
6.26,1123,2,26,Summer,Normal,Mango
7.97,1814,3,21,Summer,Abnormal,No Crops Suitable
8.74,2263,32,10,Kharif,Abnormal,No Crops Suitable
4.39,752,45,32,Kharif,Abnormal,No Crops Suitable
4.97,1213,18,22,Rabi,Abnormal,No Crops Suitable
4.67,372,35,45,Rabi,Abnormal,No Crops Suitable
6.14,333,1,29,Summer,Normal,Mango
6.46,435,1,25,Kharif,Normal,Paddy
8.97,2392,41,43,Summer,Abnormal,No Crops Suitable
7.1,1369,6,27,Summer,Normal,Banana
6.47,362,4,16,Rabi,Normal,Onion
4.22,1860,25,27,Summer,Abnormal,No Crops Suitable
6.88,549,0,21,Rabi,Normal,Sunflower
7.04,2807,15,45,Kharif,Abnormal,No Crops Suitable
7.74,669,10,27,Summer,Normal,Pomegranate
6.03,726,6,28,Rabi,Normal,Chillies
8.75,529,6,40,Summer,Abnormal,No Crops Suitable
6.16,2519,7,38,Summer,Abnormal,No Crops Suitable
6.71,364,6,25,Kharif,Normal,Red Gram
6.04,301,3,30,Kharif,Normal,Groundnut
4.85,704,11,21,Summer,Abnormal,No Crops Suitable
