temperature,turbidity,tds,ph,result
24,45,11,11,1
23,21,9,6,2
40,38,1,8,2
39,42,1,11,2
17,44,11,11,1
20,38,3,10,2
24,39,8,6,2
23,32,3,7,2
20,27,8,10,1
22,49,7,12,1
36,62,1,8,2
33,56,9,5,2
33,46,10,6,2
38,57,8,7,2
34,54,7,8,2
36,24,9,6,2
33,26,12,13,1
23,72,1,11,2
28,49,9,4,2
22,60,9,14,1
23,55,2,3,2
23,47,2,9,2
26,22,5,8,2
32,31,2,8,2
34,34,2,3,2
40,50,9,2,2
23,29,11,1,2
40,36,5,6,2
26,26,7,1,2
38,34,8,5,2
15,50,7,6,2
22,57,3,9,2
35,32,5,4,2
40,29,3,9,2
21,70,12,9,2
30,27,3,13,2
16,34,10,11,1
31,33,9,9,2
39,65,4,7,2
20,34,11,10,1
17,53,10,13,1
15,71,10,12,2
23,35,9,10,1
23,26,3,14,2
23,71,1,12,2
24,45,10,9,0
25,38,1,6,2
16,28,5,5,2
21,60,8,13,1
25,21,6,6,2
38,40,11,11,2
29,74,2,14,2
22,42,10,9,0
38,37,4,7,2
24,52,1,1,2
31,32,3,5,2
37,53,2,4,2
29,48,2,13,2
35,32,7,8,2
26,70,7,4,2
20,46,7,5,2
26,75,7,2,2
15,66,5,12,2
40,29,8,14,2
32,55,6,14,1
20,61,6,8,2
27,37,6,4,2
27,76,9,10,2
30,58,3,9,2
30,66,9,7,2
30,59,9,8,2
22,47,8,5,2
38,30,12,8,2
22,24,12,6,2
17,32,9,2,2
17,70,9,5,2
35,65,6,12,2
39,76,12,5,2
40,31,3,11,2
29,42,9,13,1
36,60,8,4,2
15,26,11,12,1
26,38,4,7,2
24,77,12,2,2
34,65,8,5,2
37,74,5,13,2
33,64,4,10,2
26,53,12,2,2
35,48,12,13,2
34,32,6,14,1
36,22,6,3,2
26,38,8,1,2
18,45,7,9,2
33,44,10,1,2
26,27,7,10,1
19,57,9,5,2
21,63,10,8,2
25,49,1,6,2
35,26,7,14,2
28,26,7,14,1
34,39,6,13,1
34,32,9,13,1
27,47,9,11,1
31,36,6,10,1
25,77,7,5,2
19,24,1,9,2
21,30,6,7,2
37,76,2,4,2
33,28,1,10,2
18,65,11,6,2
24,77,1,6,2
28,37,3,5,2
16,38,4,14,2
20,77,10,8,2
23,45,2,4,2
19,78,9,11,2
37,55,1,6,2
23,23,4,4,2
31,75,4,6,2
16,50,2,10,2
15,47,6,11,1
25,40,7,5,2
27,65,8,14,1
34,32,9,4,2
28,80,3,6,2
29,65,10,5,2
33,52,1,9,2
27,45,6,7,2
31,48,10,13,1
17,70,7,12,2
28,55,1,12,2
35,22,1,2,2
28,28,3,4,2
23,70,8,5,2
21,72,10,12,2
24,68,10,4,2
25,49,10,2,2
18,41,3,3,2
37,54,9,8,2
25,77,10,7,2
30,64,10,2,2
34,43,3,10,2
21,61,12,4,2
23,54,8,9,2
17,30,11,4,2
29,31,2,12,2
36,28,7,1,2
33,72,12,5,2
21,71,1,12,2
16,32,8,14,1
21,49,6,6,2
15,34,9,8,0
28,39,6,10,1
37,37,1,3,2
27,27,2,13,2
33,38,5,10,2
30,46,10,14,1
27,22,12,5,2
17,21,5,13,2
36,32,6,8,2
36,41,1,3,2
30,55,7,1,2
30,63,6,2,2
39,33,8,8,2
22,28,9,9,0
40,35,7,13,2
39,70,12,8,2
38,45,9,13,2
39,53,3,2,2
26,57,10,5,2
35,33,7,10,2
21,46,9,9,0
21,49,7,8,2
19,71,5,6,2
24,69,1,11,2
18,20,7,8,2
15,35,5,4,2
16,69,3,14,2
19,29,10,1,2
37,42,10,10,2
24,59,1,7,2
25,30,7,4,2
19,78,5,6,2
16,44,1,7,2
34,61,3,8,2
22,60,12,11,1
20,69,2,5,2
33,29,8,11,1
30,28,11,4,2
17,54,6,8,2
30,72,11,13,2
34,22,1,10,2
24,57,11,7,2
22,54,11,11,1
25,49,11,7,2
30,25,8,9,2
36,31,10,14,2
34,26,9,13,1
38,55,3,2,2
23,30,9,11,1
18,55,2,13,2
19,37,9,1,2
30,23,11,5,2
17,39,4,9,2
28,68,1,13,2
28,42,12,11,1
25,27,4,8,2
26,54,6,12,1
16,26,1,1,2
17,48,8,13,1
27,37,8,9,0
16,76,8,14,2
16,45,11,3,2
18,60,9,10,1
35,63,7,14,2
15,20,12,6,2
35,57,12,12,2
29,55,2,11,2
37,66,1,10,2
19,33,4,13,2
35,51,5,8,2
24,22,2,14,2
29,73,9,4,2
37,65,2,9,2
15,30,6,4,2
26,69,2,14,2
33,25,4,11,2
29,71,7,11,2
36,35,2,14,2
33,66,9,3,2
18,23,10,5,2
22,41,6,4,2
21,75,2,7,2
40,64,2,12,2
39,38,12,14,2
21,63,9,10,1
16,35,2,10,2
28,44,9,10,1
22,79,3,10,2
16,26,10,3,2
38,22,2,13,2
22,76,1,5,2
33,71,12,14,2
24,36,5,1,2
40,37,7,13,2
32,58,12,7,2
37,49,4,13,2
21,64,1,10,2
34,71,10,12,2
17,59,3,8,2
15,73,7,1,2
19,33,8,5,2
21,76,7,4,2
20,45,12,4,2
24,51,11,6,2
37,40,12,7,2
39,42,1,10,2
15,66,3,12,2
23,56,7,6,2
31,65,1,10,2
25,38,4,11,2
38,42,3,5,2
24,68,9,11,1
33,30,1,8,2
36,48,4,13,2
29,21,9,12,1
26,57,8,5,2
40,33,8,11,2
18,38,2,10,2
28,24,7,3,2
28,75,1,3,2
35,57,4,9,2
16,35,3,2,2
30,38,9,3,2
17,60,6,6,2
26,58,1,8,2
32,66,7,4,2
34,63,8,13,1
31,61,6,10,1
36,21,11,5,2
26,79,7,12,2
24,67,3,8,2
15,23,1,2,2
39,56,2,12,2
33,74,8,5,2
26,41,7,1,2
26,51,10,7,2
17,29,11,4,2
40,41,7,14,2
34,51,1,3,2
36,53,5,11,2
25,77,11,5,2
34,29,9,8,2
25,45,8,4,2
34,50,2,12,2
34,29,12,12,1
20,53,3,9,2
21,39,6,5,2
22,73,6,12,2
23,59,6,8,2
29,23,4,3,2
23,68,3,12,2
25,80,11,11,2
17,74,3,9,2
18,43,4,6,2
35,55,10,8,2
24,61,3,1,2
23,24,6,10,1
31,28,12,9,2
22,56,6,3,2
38,27,9,3,2
18,24,6,10,1
36,28,2,1,2
19,67,4,11,2
24,69,10,12,1
37,51,2,7,2
16,48,11,5,2
40,63,2,13,2
33,41,8,14,1
38,78,6,8,2
29,32,1,8,2
17,51,12,4,2
18,33,9,14,1
32,63,9,1,2
18,72,8,12,2
35,78,1,6,2
39,32,9,14,2
16,49,3,12,2
16,64,1,14,2
19,64,9,7,2
29,54,7,12,1
33,35,3,5,2
37,45,8,6,2
24,33,10,7,2
38,29,10,5,2
17,51,3,14,2
17,41,6,3,2
31,48,8,11,1
38,75,9,2,2
20,26,10,4,2
24,41,4,4,2
22,69,4,5,2
35,58,9,14,2
38,24,4,1,2
26,24,8,4,2
15,59,10,5,2
29,70,11,7,2
35,46,9,12,2
19,44,2,6,2
29,53,1,12,2
35,50,2,3,2
19,38,3,4,2
37,25,7,12,2
37,54,9,14,2
26,72,6,12,2
19,44,11,9,0
27,28,8,8,0
39,70,3,6,2
21,60,5,4,2
37,57,6,4,2
18,23,9,5,2
31,77,8,2,2
30,71,9,10,2
21,59,2,10,2
24,69,3,3,2
25,54,2,1,2
40,57,5,14,2
32,38,4,1,2
32,63,8,5,2
21,30,9,12,1
22,45,5,4,2
30,30,6,5,2
24,61,9,5,2
25,78,1,2,2
38,68,1,5,2
25,55,6,7,2
19,54,8,10,1
40,70,7,8,2
35,80,8,7,2
38,58,9,8,2
22,62,7,8,2
26,46,12,3,2
16,67,1,3,2
23,66,7,13,1
40,72,4,5,2
35,43,6,4,2
37,43,8,1,2
27,47,4,7,2
36,47,6,8,2
22,70,9,11,2
34,68,2,3,2
21,53,5,6,2
34,34,6,8,2
24,30,10,8,0
27,32,7,9,2
34,57,1,4,2
29,58,6,13,1
20,59,11,6,2
35,65,3,4,2
20,52,8,13,1
20,67,12,6,2
22,62,12,13,1
31,50,1,1,2
35,33,7,14,2
20,49,12,4,2
15,73,12,14,2
38,37,12,5,2
36,68,5,9,2
29,31,11,13,1
33,67,8,8,2
26,63,12,1,2
32,58,2,4,2
16,25,3,9,2
37,30,5,8,2
32,32,1,2,2
32,36,9,11,1
26,38,4,2,2
17,35,7,14,1
34,57,12,9,2
20,71,9,8,2
15,34,1,6,2
19,41,1,10,2
16,26,6,2,2
32,61,8,9,2
24,67,6,2,2
32,76,3,8,2
35,34,7,5,2
22,46,4,12,2
23,80,1,7,2
35,63,7,8,2
34,80,2,13,2
25,45,8,1,2
21,72,4,3,2
17,59,4,8,2
20,59,6,5,2
16,55,10,12,1
21,31,8,4,2
31,37,11,13,1
22,34,7,4,2
29,75,9,10,2
15,40,6,5,2
29,76,4,3,2
34,57,2,2,2
15,50,5,2,2
18,55,8,8,2
38,60,6,6,2
19,61,11,14,1
26,46,7,1,2
29,33,2,9,2
16,75,11,11,2
21,30,8,4,2
35,73,10,7,2
37,80,4,1,2
29,61,3,1,2
29,76,1,4,2
40,73,1,3,2
22,80,5,11,2
25,73,6,9,2
36,48,12,3,2
22,66,6,6,2
22,33,2,1,2
17,20,6,9,2
25,23,3,11,2
31,37,2,9,2
23,65,5,12,2
23,40,10,3,2
19,66,12,11,1
40,53,10,6,2
17,53,1,12,2
22,49,6,5,2
19,27,7,11,1
28,77,12,13,2
21,23,11,10,1
16,43,4,10,2
37,47,2,9,2
38,46,4,14,2
34,52,5,11,2
36,64,2,6,2
32,30,8,9,2
27,60,4,13,2
30,77,7,3,2
35,67,11,3,2
26,73,9,11,2
15,25,5,5,2
16,66,1,4,2
22,56,7,13,1
28,80,4,10,2
36,57,3,6,2
15,38,11,12,1
25,69,10,5,2
28,71,1,8,2
24,77,1,6,2
23,27,4,12,2
15,38,2,11,2
24,50,9,14,1
28,31,3,3,2
34,30,9,8,2
37,35,4,13,2
31,53,3,13,2
26,46,5,1,2
33,44,10,11,1
21,78,10,1,2
17,78,11,13,2
28,59,12,14,1
20,42,3,7,2
28,48,12,14,1
33,40,3,10,2
19,76,10,8,2
20,78,12,3,2
38,27,4,13,2
39,78,7,8,2
15,33,3,10,2
28,37,11,5,2
15,47,7,3,2
16,48,5,4,2
18,76,9,9,2
19,45,5,14,2
29,62,3,13,2
36,59,12,11,2
32,42,7,3,2
33,37,5,3,2
27,73,8,8,2
15,29,8,13,1
26,39,1,2,2
35,37,7,10,2
21,44,3,8,2
25,65,11,3,2
40,54,1,8,2
37,31,9,7,2
24,55,10,12,1
32,65,10,4,2
30,75,1,4,2
39,37,10,1,2
24,30,8,12,1
24,23,12,6,2
38,41,1,2,2
36,43,2,14,2
34,75,9,8,2
25,77,8,3,2
36,49,10,11,2
30,72,12,13,2
34,47,2,11,2
25,57,2,2,2
22,69,10,4,2
33,54,8,11,1
24,78,7,3,2
37,71,8,2,2
40,57,1,1,2
31,59,9,11,1
28,31,10,2,2
32,65,6,12,1
33,23,7,5,2
32,34,3,12,2
20,48,9,7,2
39,41,9,4,2
20,33,12,4,2
16,38,9,11,1
17,74,6,6,2
37,76,4,10,2
25,36,3,11,2
31,20,6,13,1
16,31,3,6,2
39,69,10,7,2
33,43,12,7,2
30,43,6,13,1
21,55,8,14,1
18,59,3,1,2
31,28,4,3,2
37,56,10,5,2
29,69,6,9,2
31,35,6,10,1
40,52,6,13,2
31,55,6,8,2
15,51,7,6,2
25,38,6,7,2
23,27,4,8,2
21,44,3,9,2
31,51,4,8,2
35,34,6,1,2
18,48,11,8,0
33,79,7,4,2
24,20,2,10,2
19,77,11,9,2
22,79,9,13,2
33,40,10,11,1
36,59,3,9,2
34,21,5,7,2
40,37,6,11,2
21,78,4,9,2
21,36,8,5,2
26,22,4,3,2
15,44,12,9,0
24,29,1,14,2
26,26,3,13,2
33,71,4,9,2
21,55,10,11,1
38,51,11,13,2
34,68,3,2,2
26,72,4,1,2
31,53,11,9,2
37,70,9,13,2
32,71,4,2,2
23,39,7,12,1
30,72,2,2,2
19,24,3,13,2
34,70,7,3,2
29,64,10,7,2
26,32,4,10,2
30,65,2,11,2
33,51,4,10,2
25,42,6,2,2
22,50,10,2,2
25,35,4,3,2
37,71,7,14,2
21,42,11,3,2
36,27,10,12,2
30,68,7,5,2
29,52,3,1,2
15,50,9,6,2
33,50,7,11,1
19,78,5,6,2
16,37,3,10,2
15,23,2,2,2
22,79,2,2,2
39,62,1,6,2
27,38,5,1,2
33,63,8,8,2
17,57,6,1,2
18,75,2,9,2
18,45,8,11,1
17,73,2,12,2
35,61,5,12,2
19,22,10,3,2
38,60,10,11,2
39,20,10,14,2
29,21,7,11,1
18,55,11,9,2
21,23,5,8,2
28,34,11,14,1
25,40,5,4,2
25,53,6,7,2
29,75,9,2,2
38,75,3,5,2
37,40,6,13,2
33,65,8,13,1
19,67,5,10,2
19,37,9,3,2
21,63,9,9,2
36,60,12,13,2
34,65,8,9,2
25,60,4,12,2
26,48,4,8,2
30,41,9,11,1
33,35,7,12,1
16,46,8,6,2
36,60,1,12,2
39,36,6,14,2
21,50,11,1,2
40,36,1,3,2
29,54,7,11,1
35,42,6,2,2
23,42,2,8,2
40,27,9,5,2
34,29,8,8,2
34,20,11,2,2
34,41,2,6,2
21,37,5,5,2
35,53,2,12,2
28,53,6,5,2
27,24,8,2,2
37,58,5,2,2
32,41,10,2,2
21,24,11,10,1
24,64,8,4,2
22,33,11,6,2
27,44,8,14,1
27,77,6,6,2
35,41,2,13,2
34,49,6,1,2
31,25,4,3,2
31,34,4,1,2
30,59,11,2,2
19,35,5,6,2
30,70,1,7,2
20,77,3,4,2
20,77,7,1,2
20,27,10,8,0
30,44,2,1,2
18,46,7,13,1
19,78,4,9,2
30,61,12,9,2
21,36,11,4,2
26,47,10,2,2
38,56,5,10,2
15,68,6,4,2
24,62,11,7,2
18,72,4,7,2
31,27,5,8,2
28,58,2,12,2
26,32,10,3,2
17,63,8,8,2
32,59,10,3,2
36,37,11,1,2
27,77,10,4,2
38,34,3,11,2
28,35,5,3,2
16,35,10,2,2
38,54,5,3,2
27,70,7,12,2
21,66,8,12,1
24,48,5,2,2
24,24,6,13,1
32,78,8,9,2
32,75,5,2,2
36,78,7,10,2
24,33,6,13,1
39,32,8,6,2
31,23,7,1,2
23,74,4,11,2
31,45,7,7,2
34,25,8,5,2
38,50,7,10,2
37,67,4,5,2
26,30,3,13,2
26,59,6,8,2
17,72,11,14,2
17,74,5,13,2
27,41,12,6,2
16,63,3,7,2
37,37,9,12,2
17,50,2,6,2
34,70,5,8,2
40,68,8,8,2
18,75,2,7,2
25,67,1,4,2
24,33,11,7,2
26,61,11,5,2
20,22,8,8,0
20,46,6,8,2
32,61,12,7,2
35,21,10,6,2
16,67,4,10,2
28,55,6,3,2
37,77,12,14,2
23,34,3,1,2
30,27,7,9,2
24,41,2,12,2
18,38,6,12,1
26,27,5,11,2
26,21,2,10,2
38,72,10,7,2
37,67,3,8,2
18,43,5,9,2
18,77,5,8,2
21,80,8,9,2
23,54,5,3,2
28,23,10,14,1
23,63,3,14,2
22,72,5,9,2
35,28,5,3,2
33,28,2,12,2
34,56,12,10,1
18,72,9,9,2
24,22,4,8,2
27,73,12,8,2
40,58,11,14,2
15,62,2,9,2
34,51,4,14,2
32,43,6,12,1
23,52,2,3,2
16,55,2,7,2
21,52,6,2,2
21,31,11,5,2
35,60,3,5,2
33,37,12,10,1
32,50,8,1,2
19,80,2,3,2
21,36,12,2,2
24,59,7,13,1
28,34,11,10,1
25,23,8,4,2
34,67,7,3,2
39,43,5,13,2
30,56,5,3,2
38,45,12,2,2
24,35,10,12,1
37,46,4,7,2
39,56,7,13,2
40,57,9,11,2
39,72,9,9,2
32,23,6,8,2
30,78,11,8,2
24,53,12,4,2
21,79,8,4,2
23,24,4,1,2
15,35,11,7,2
20,58,12,4,2
29,75,5,5,2
17,53,6,1,2
19,45,1,9,2
37,29,5,9,2
33,44,3,13,2
15,33,11,8,0
26,23,6,7,2
27,34,11,14,1
30,61,12,11,1
21,66,10,6,2
20,63,12,5,2
31,65,1,3,2
37,42,6,14,2
32,53,4,2,2
26,47,10,5,2
40,59,2,6,2
36,34,11,14,2
32,65,3,1,2
38,72,4,4,2
20,72,12,6,2
26,46,5,3,2
27,37,2,10,2
20,27,3,12,2
15,55,6,14,1
27,24,9,6,2
30,64,1,4,2
15,48,11,10,1
35,80,7,11,2
27,31,6,12,1
33,26,6,12,1
15,68,6,13,1
39,63,2,4,2
32,61,9,14,1
15,22,5,13,2
20,61,7,10,1
20,51,8,3,2
24,35,12,11,1
16,32,3,3,2
23,67,4,12,2
31,41,7,4,2
31,80,2,12,2
26,77,9,11,2
18,55,8,4,2
19,64,11,14,1
19,50,5,6,2
20,36,4,4,2
32,58,1,14,2
25,63,12,11,1
39,59,12,12,2
30,27,1,8,2
19,63,8,10,1
37,71,3,11,2
27,41,10,12,1
40,80,11,2,2
37,28,10,13,2
35,30,5,1,2
34,78,6,5,2
23,57,6,12,1
24,69,10,13,1
19,31,5,9,2
36,23,6,3,2
32,78,1,7,2
22,61,6,4,2
39,65,6,11,2
22,78,2,4,2
30,29,1,4,2
28,43,8,12,1
16,60,8,11,1
24,80,8,13,2
23,20,4,8,2
20,42,8,8,0
15,78,10,11,2
32,62,3,11,2
23,32,4,9,2
21,31,10,13,1
22,32,7,14,1
27,45,8,8,0
31,72,6,8,2
29,51,5,7,2
20,63,8,2,2
28,63,12,13,1
35,33,6,7,2
23,33,7,13,1
20,70,9,10,2
33,76,5,2,2
27,40,4,9,2
36,28,7,8,2
33,67,9,12,1
38,62,9,5,2
16,79,3,7,2
39,55,5,7,2
40,73,5,5,2
25,74,10,6,2
20,50,8,10,1
40,38,2,4,2
24,31,3,6,2
22,25,4,5,2
29,29,11,13,1
29,47,2,9,2
31,29,10,13,1
30,30,8,6,2
21,38,5,7,2
34,63,10,3,2
19,56,1,3,2
15,33,4,2,2
32,76,9,4,2
29,51,2,5,2
20,80,1,10,2
30,66,8,12,1
26,61,9,7,2
38,56,11,5,2
31,60,4,13,2
40,50,3,10,2
36,41,11,8,2
29,31,5,3,2
26,37,2,10,2
34,35,9,12,1
36,53,3,2,2
29,32,6,8,2
35,77,8,3,2
40,44,3,3,2
24,67,7,4,2
24,59,12,10,1
25,20,10,8,0
26,65,7,4,2
19,58,7,4,2
31,79,5,7,2
27,74,1,5,2
19,79,8,10,2
40,50,3,5,2
37,67,2,1,2
34,23,12,3,2
29,26,9,12,1
19,69,1,7,2
17,41,11,13,1
16,59,3,9,2
37,74,11,2,2
37,48,12,5,2
32,80,7,4,2
15,54,6,2,2
30,29,3,6,2
34,20,8,14,1
15,29,2,7,2
18,76,6,8,2
19,53,7,5,2
29,25,2,8,2
22,58,8,9,2
24,50,12,14,1
27,33,1,10,2
27,77,3,12,2
21,62,5,2,2
34,78,2,10,2
36,55,3,10,2
37,80,3,5,2
15,67,11,14,1
38,52,12,13,2
16,36,1,13,2
17,25,12,4,2
32,44,7,5,2
18,38,11,14,1
15,43,12,10,1
31,58,3,1,2
23,24,12,12,1
21,21,10,3,2
15,24,2,3,2
20,74,6,7,2
35,72,11,5,2
21,47,1,2,2
21,45,6,13,1
33,75,10,6,2
31,20,4,3,2
25,22,1,10,2
21,69,8,11,1
34,45,12,12,1
33,66,8,14,1
30,77,4,5,2
32,38,10,14,1
33,30,5,6,2
25,51,2,7,2
27,34,1,1,2
18,67,10,5,2
35,72,9,14,2
16,38,9,6,2
28,80,3,10,2
35,38,1,9,2
27,50,11,14,1
40,65,3,6,2
15,80,11,3,2
40,67,3,1,2
19,35,10,1,2
38,39,11,9,2
19,71,12,1,2
25,24,4,13,2
34,56,3,10,2
15,30,3,14,2
16,58,7,10,1
34,70,3,7,2
22,62,5,2,2
24,55,3,4,2
16,32,8,2,2
34,66,8,8,2
20,41,10,1,2
26,72,4,5,2
26,46,3,11,2
29,71,10,2,2
29,57,6,14,1
23,39,4,9,2
35,52,3,1,2
33,71,7,12,2
28,69,11,12,1
17,49,7,2,2
21,40,9,14,1
24,71,10,10,2
23,64,6,2,2
20,76,11,9,2
18,69,4,8,2
18,29,6,1,2
32,80,7,8,2
37,20,1,7,2
39,72,8,10,2
16,47,9,14,1
24,31,8,12,1
32,80,4,6,2
17,37,5,5,2
19,53,11,5,2
31,25,5,8,2
19,50,6,12,1
38,58,4,12,2
34,44,1,14,2
36,59,2,11,2
18,55,9,3,2
18,36,7,13,1
16,22,4,6,2
26,75,8,7,2
22,60,3,3,2
17,47,3,10,2
24,58,12,7,2
15,46,6,6,2
19,41,7,9,2
40,27,7,6,2
40,61,6,12,2
28,27,5,5,2
27,57,12,4,2
40,80,11,2,2
27,26,10,8,0
39,64,10,3,2
31,71,12,9,2
31,31,10,2,2
37,29,9,11,2
19,45,5,5,2
24,64,1,5,2
19,45,4,3,2
24,20,10,5,2
40,29,4,12,2
24,23,4,6,2
40,44,3,13,2
39,28,12,14,2
38,22,4,7,2
36,44,2,5,2
29,30,3,2,2
15,27,12,10,1
35,56,12,8,2
15,73,11,6,2
36,56,2,10,2
19,61,9,10,1
17,23,12,10,1
27,48,9,1,2
24,38,12,13,1
17,72,12,9,2
15,26,9,6,2
22,24,3,8,2
26,52,9,6,2
31,79,9,12,2
32,80,3,7,2
30,60,10,10,1
19,63,1,11,2
37,53,4,1,2
27,54,11,6,2
39,74,2,7,2
35,57,7,13,2
22,50,11,1,2
25,74,7,3,2
35,57,11,7,2
16,80,9,10,2
25,68,9,5,2
15,48,8,12,1
17,40,3,6,2
19,42,1,13,2
24,32,7,7,2
27,57,4,3,2
26,74,11,3,2
39,50,10,7,2
23,64,6,7,2
25,33,10,6,2
33,73,4,6,2
20,50,7,10,1
24,62,11,7,2
21,24,1,2,2
20,47,9,8,0
17,76,7,4,2
16,67,1,6,2
37,76,8,7,2
38,54,5,13,2
20,60,6,12,1
26,72,3,10,2
17,23,3,3,2
19,28,5,9,2
26,36,10,10,1
17,52,5,3,2
28,30,4,3,2
16,71,8,5,2
37,31,3,13,2
21,25,3,11,2
38,68,1,10,2
35,43,8,2,2
36,75,12,5,2
15,73,10,1,2
32,40,2,13,2
38,38,8,4,2
16,38,3,2,2
23,61,6,8,2
36,27,8,7,2
33,69,2,6,2
19,73,4,14,2
39,53,8,13,2
34,75,4,2,2
20,25,1,6,2
38,28,6,9,2
15,25,6,10,1
21,33,5,2,2
29,52,1,13,2
29,71,3,8,2
17,41,8,10,1
34,72,6,12,2
20,23,7,14,1
25,73,4,6,2
29,73,6,4,2
20,56,5,11,2
23,23,7,4,2
37,42,5,4,2
30,77,3,13,2
23,46,6,5,2
20,41,6,1,2
36,38,3,11,2
22,25,12,12,1
21,44,1,12,2
25,66,7,2,2
18,32,4,6,2
29,32,3,12,2
36,27,12,2,2
23,47,8,14,1
25,77,12,1,2
38,38,8,8,2
33,32,2,1,2
40,33,7,7,2
34,69,1,3,2
24,56,6,14,1
35,63,2,9,2
36,66,12,7,2
30,79,9,4,2
20,35,3,14,2
29,73,7,12,2
17,79,6,10,2
15,36,12,7,2
36,60,11,5,2
16,25,12,6,2
26,64,10,5,2
20,44,12,9,0
18,74,11,8,2
21,71,12,9,2
19,49,2,14,2
18,77,8,11,2
16,26,9,3,2
37,58,11,13,2
31,68,11,7,2
28,33,2,1,2
39,30,12,10,2
38,22,9,5,2
39,48,3,2,2
27,70,8,4,2
26,77,4,4,2
25,35,2,11,2
24,26,2,13,2
19,25,10,9,0
38,78,5,10,2
30,44,4,5,2
20,64,8,9,2
21,36,12,4,2
25,42,9,14,1
23,54,12,4,2
25,21,6,11,1
29,46,5,7,2
36,75,7,13,2
19,31,1,13,2
30,79,11,1,2
35,65,4,4,2
17,53,11,1,2
37,62,2,1,2
35,53,9,14,2
35,43,8,4,2
25,65,2,11,2
27,49,6,3,2
20,43,11,2,2
21,35,3,2,2
15,67,7,2,2
31,26,7,14,1
26,28,3,8,2
17,49,9,9,0
33,75,5,6,2
22,74,8,9,2
31,71,11,3,2
27,26,10,7,2
19,61,3,8,2
21,48,9,2,2
22,58,10,9,2
15,75,3,9,2
38,20,12,8,2
38,25,4,8,2
15,73,9,11,2
36,46,10,8,2
32,50,11,11,1
15,69,5,3,2
35,42,1,10,2
15,35,12,1,2
30,71,3,1,2
19,63,8,11,1
35,47,8,3,2
19,53,12,6,2
35,41,10,6,2
30,47,7,8,2
26,64,2,4,2
19,59,12,9,2
25,45,6,7,2
40,31,9,10,2
38,20,7,12,2
19,58,3,5,2
27,28,12,8,0
28,75,7,11,2
23,38,7,5,2
39,70,9,2,2
23,55,9,12,1
18,52,2,13,2
17,78,5,4,2
16,62,12,11,1
32,65,5,5,2
17,74,9,11,2
25,50,2,13,2
25,27,1,14,2
21,50,3,13,2
40,59,1,7,2
18,77,11,7,2
26,46,7,2,2
15,45,6,14,1
31,50,10,5,2
23,48,12,14,1
17,71,4,2,2
25,32,9,1,2
35,26,9,8,2
36,36,12,4,2
35,66,11,10,2
40,41,9,9,2
17,25,3,5,2
18,43,3,11,2
22,70,4,1,2
39,70,2,14,2
26,65,11,10,1
39,57,1,1,2
24,31,4,1,2
20,31,4,11,2
19,72,6,4,2
18,27,3,3,2
15,44,9,10,1
35,67,10,8,2
26,76,7,2,2
25,22,2,8,2
33,80,10,8,2
16,35,8,7,2
23,64,3,5,2
36,66,7,12,2
31,59,1,8,2
40,34,7,11,2
17,24,9,6,2
20,29,5,3,2
38,23,7,6,2
20,71,6,8,2
22,71,12,11,2
38,49,6,5,2
15,38,9,10,1
37,44,2,2,2
40,24,3,10,2
25,73,3,10,2
38,47,2,4,2
23,57,2,2,2
33,47,5,7,2
23,75,11,2,2
19,52,6,13,1
24,69,4,11,2
27,49,12,6,2
33,26,12,14,1
22,57,8,7,2
28,32,3,3,2
19,72,1,8,2
39,62,11,2,2
39,52,12,8,2
35,33,3,1,2
18,31,6,2,2
33,80,9,3,2
24,26,7,11,1
29,69,11,6,2
33,37,2,10,2
27,50,2,8,2
18,28,12,8,0
26,75,1,9,2
27,37,10,11,1
24,28,4,12,2
40,36,12,2,2
27,63,7,12,1
24,33,9,4,2
26,24,2,8,2
31,37,2,6,2
37,64,7,14,2
19,24,12,8,0
32,34,10,8,2
34,76,3,10,2
29,72,8,3,2
18,71,12,8,2
34,39,8,12,1
35,45,2,8,2
31,72,6,9,2
34,55,3,4,2
27,22,7,9,2
16,30,7,7,2
33,59,2,7,2
23,45,12,4,2
18,49,9,14,1
32,46,11,6,2
22,53,7,6,2
28,31,3,8,2
25,41,11,10,1
22,46,11,3,2
15,62,4,5,2
18,73,5,1,2
35,27,1,14,2
19,21,7,3,2
31,75,1,10,2
37,47,10,5,2
31,58,9,9,2
25,75,3,3,2
20,42,4,7,2
40,67,11,10,2
33,43,12,2,2
30,26,7,11,1
21,23,7,7,2
15,76,8,4,2
30,28,8,5,2
15,42,3,6,2
24,26,11,2,2
32,37,9,14,1
34,42,2,11,2
28,58,7,3,2
40,49,11,8,2
17,70,12,9,2
18,76,12,11,2
29,39,4,6,2
36,68,11,7,2
33,75,4,8,2
29,50,6,12,1
39,38,7,2,2
16,37,3,8,2
16,50,1,8,2
32,69,3,2,2
39,74,6,13,2
34,62,10,13,1
34,79,10,11,2
15,31,11,10,1
24,55,4,4,2
32,64,9,4,2
37,49,6,12,2
27,74,2,13,2
37,80,12,11,2
35,23,2,5,2
17,39,5,11,2
36,79,3,14,2
25,24,12,9,0
24,25,7,8,2
37,74,3,14,2
26,67,11,3,2
32,42,9,5,2
33,72,3,11,2
18,73,11,9,2
20,60,12,6,2
25,34,2,1,2
26,40,4,14,2
33,43,2,1,2
19,36,11,8,0
36,68,1,13,2
34,71,8,4,2
39,74,10,9,2
24,64,4,13,2
23,47,8,10,1
15,27,3,13,2
